NamaProduk,HargaProduk,LokasiToko,LinkProduk,FotoProduk
Pel Lantai Kain Microfiber Nagata 5830 MF + Gagang Alat Pel Pembersih,Rp50.000,Jakarta Barat,https://www.tokopedia.com/laulau/pel-lantai-kain-microfiber-nagata-5830-mf-gagang-alat-pel-pembersih-refill?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/11/c72bb34c-d5ca-4f98-8160-9523a6f7e5e1.jpg.webp?ect=4g
GM Bear Alat Pel Lantai Praktis P0022 - Ultra Mop Aclima Spin Mop Roda,Rp144.900,Kab. Tangerang,https://www.tokopedia.com/gm-bear/gm-bear-alat-pel-lantai-praktis-p0022-ultra-mop-aclima-spin-mop-roda-2107-blue-82a8c?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/14/78b0a4c0-f4ed-492b-8dc1-635451a6f43c.jpg.webp?ect=4g
Sapu Lidi Penebah Putih,Rp12.500,Surabaya,https://www.tokopedia.com/mulia-budi/sapu-lidi-penebah-putih?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/2/21/c1b8fc29-6538-4bb3-875f-b2f5e3db3b0f.jpg.webp?ect=4g
"3M Buffing Pad 17"" white / Floor Pad 17"" white",Rp73.490,Jakarta Barat,https://www.tokopedia.com/starshop-999/3m-buffing-pad-17-white-floor-pad-17-white?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2020/7/24/42057081/42057081_dbde258f-aceb-43a0-8ce3-2f4a09619653_479_479.webp?ect=4g
kantong plastik sampah 50x60,Rp7.000,Jakarta Pusat,https://www.tokopedia.com/ariessstar/kantong-plastik-sampah-50x60?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/17/5213aca3-8667-46b1-81fe-f0b934ea0acf.jpg.webp?ect=4g
Krisbow Floor Brush Sikat Lantai Dengan Gagang 22Inci 181375,Rp206.700,Kab. Bekasi,https://www.tokopedia.com/krisbowid/krisbow-floor-brush-sikat-lantai-dengan-gagang-22inci-181375?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/5/3/c9a50134-bb4a-4d7a-8d51-2e6e6fe5491c.jpg.webp?ect=4g
Deerma Water Spray Mop Pel Sapu Semprot Sweeper TB900 / TB500,Rp179.000,Jakarta Timur,https://www.tokopedia.com/hangonid/deerma-water-spray-mop-pel-sapu-semprot-sweeper-tb900-tb500-tb500-unit-only?extParam=ivf%3Dfalse%26whid%3D0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/13/c897c1da-c447-48a7-b8fb-5eb71b508f28.jpg.webp?ect=4g
BAK BULAT PLASTIK NO.24 BA-24 LIONSTAR BASKOM EMBER TEMPAT CUCI BAJU,Rp79.900,Jakarta Barat,https://www.tokopedia.com/suksesplast/bak-bulat-plastik-no-24-ba-24-lionstar-baskom-ember-tempat-cuci-baju?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/9/cb563a2b-eff7-49d8-bacf-663947856949.jpg.webp?ect=4g
KANTONG SAMPAH HITAM Berbagai Ukuran,Rp13.978,Makassar,https://www.tokopedia.com/satusamaonline/kantong-sampah-hitam-berbagai-ukuran-m-60x100cm-10-s?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/30/a0cf3175-1401-4fc3-b166-93d1ff8be17e.png.webp?ect=4g
Selang ac per meter universal standar selang pembuangan drain,Rp2.199,Depok,https://www.tokopedia.com/marsiaulia/selang-ac-per-meter-universal-standar-selang-pembuangan-drain-universal-6425a?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2018/9/3/600048/600048_bc2a04cb-88ff-4c31-81dd-122706859709_522_522.jpg.webp?ect=4g
Citric Acid / Asam Sitrat / Biang Citrun Food Grade / Sitrun Pembersih,Rp20.000,Jakarta Utara,https://www.tokopedia.com/belikimia/citric-acid-asam-sitrat-biang-citrun-food-grade-sitrun-pembersih-1-kg-92d26?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/28/b8094ebe-ad16-4338-a0d9-46cff569e1a8.png.webp?ect=4g
Mesin Pembersih Ac / Jet Cleaner Kyodo Kdc20a,Rp2.538.000,Jakarta Barat,https://www.tokopedia.com/teknikmart/mesin-pembersih-ac-jet-cleaner-kyodo-kdc20a?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/4/6676258/6676258_65ed7c34-2a06-4620-aaec-4dff24c05de7_500_500.webp?ect=4g
kresek sampah ukuran 35 cm,Rp5.900,Surabaya,https://www.tokopedia.com/dplastik-2/kresek-sampah-ukuran-35-cm?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/17/0a178f16-ebb4-47c0-b9cb-c33ca0da2f4c.jpg.webp?ect=4g
Mop | Pel Lantai Karet | Pel Lantai Peras | Pel Spons,Rp36.900,Kab. Tangerang,https://www.tokopedia.com/hoptechid/mop-pel-lantai-karet-pel-lantai-peras-pel-spons-cream?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/30/753fa3b8-e911-4fdf-ae0e-9a665b28d011.jpg.webp?ect=4g
Sapu Lantai Nylon Plastik Nagata 0717 Turki Dengan Gagang,Rp21.999,Jakarta Barat,https://www.tokopedia.com/uhouseware/sapu-lantai-nylon-plastik-nagata-0717-turki-dengan-gagang?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/1/24/1af5bf67-5d01-4cb9-badc-0a094e068739.jpg.webp?ect=4g
Tabung Salju / Tangki Snow Wash ( Light Snow ) 20 Liter,Rp830.000,Jakarta Barat,https://www.tokopedia.com/teknikmart/tabung-salju-tangki-snow-wash-light-snow-20-liter?extParam=ivf%3Dfalse%26whid%3D13455,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/2/16/3775055d-aaaf-4c5b-a362-8518b416ec3f.jpg.webp?ect=4g
sapu penyihir terbang,Rp80.000,Jakarta Selatan,https://www.tokopedia.com/thecostumecloset/sapu-penyihir-terbang-adult?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/23/76e270d8-cd02-4dcc-95ca-89706af69431.jpg.webp?ect=4g
Tempat Sampah BIO 58 Liter 2134 Green Leaf Dustbin Roda,Rp172.600,Jakarta Barat,https://www.tokopedia.com/gudanggohousewre/tempat-sampah-bio-58-liter-2134-green-leaf-dustbin-roda?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2019/3/13/3408286/3408286_0b1680de-72c1-49e4-83f8-2dc337ca060c_730_730.jpg.webp?ect=4g
Selang air trilliun superflex 3/4in meteran lentur tebal,Rp16.000,Jakarta Timur,https://www.tokopedia.com/gagalz/selang-air-trilliun-superflex-3-4in-meteran-lentur-tebal?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/9/17/fae7745f-808c-4770-97d3-a67c6da4cf24.jpg.webp?ect=4g
Kain Lap Mikrofiber Kain Lap Dapur Serbaguna Microfiber NAGATA,Rp10.750,Tangerang,https://www.tokopedia.com/tangerang-houseware/kain-lap-mikrofiber-kain-lap-dapur-serbaguna-microfiber-nagata-warna?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/14/d6032257-3fbd-4890-a907-d9dd6c7b72d7.jpg.webp?ect=4g
Pel Sapu Dengan Tisu Kering Basah D90 Tissue Disposable Lazy Cleaning ,Rp26.900,Kab. Tangerang,https://www.tokopedia.com/angolaofficia/pel-sapu-dengan-tisu-kering-basah-d90-tissue-disposable-lazy-cleaning-putih-9e9c2?extParam=ivf%3Dtrue,
AVEN Tempat Penyimpanan Kantung Plastik / Dispenser Kantong Belanja,Rp7.876,Jakarta Selatan,https://www.tokopedia.com/avenindonesia/aven-tempat-penyimpanan-kantung-plastik-dispenser-kantong-belanja?extParam=ivf%3Dtrue,
Paket selang steam jet cleaner 5-25m + Nozel Lurus cuci AC Nozzle,Rp101.694,Jakarta Barat,https://www.tokopedia.com/gajahbahagia/paket-selang-steam-jet-cleaner-5-25m-nozel-lurus-cuci-ac-nozzle-selang5m-nozel-0628a?extParam=ivf%3Dfalse,
SIKAT TOILET LANTAI /SIKAT GAGANG TOILET / SIKAT DORONG GAGANG PANJANG,Rp30.000,Denpasar,https://www.tokopedia.com/satriaxjoyvictoria/sikat-toilet-lantai-sikat-gagang-toilet-sikat-dorong-gagang-panjang?extParam=ivf%3Dfalse,
ember cor oren kecil 89 anti pecah,Rp6.000,Jakarta Barat,https://www.tokopedia.com/prima32/ember-cor-oren-kecil-89-anti-pecah?extParam=ivf%3Dfalse,
"LION STAR Round Step on Dustbin 5,10 Lt (Tempat Sampah Injak)",Rp69.242,Jakarta Selatan,https://www.tokopedia.com/nusantaraperabot/lion-star-round-step-on-dustbin-5-10-lt-tempat-sampah-injak-c-12-5lt?extParam=ivf%3Dfalse,
Sapu Lidi Gagang Taman Halaman Sapu Lidi Besar Gagang Panjang Kuat,Rp17.000,Bandung,https://www.tokopedia.com/roekeikli/sapu-lidi-gagang-taman-halaman-sapu-lidi-besar-gagang-panjang-kuat-gagang-kelapa?extParam=cmp%3D1%26ivf%3Dfalse,
ROCKWARE High Pressure High Temperature Mesin Cuci Steam Jet Cleaner,Rp649.000,Jakarta Barat,https://www.tokopedia.com/kenzaangelica/rockware-high-pressure-high-temperature-mesin-cuci-steam-jet-cleaner?extParam=ivf%3Dfalse,
Baskom Plastik Lipat Portable Silikon Multifungsi Mudah Dibawa Travel,Rp22.000,Jakarta Utara,https://www.tokopedia.com/jualindokp/baskom-plastik-lipat-portable-silikon-multifungsi-mudah-dibawa-travel-s?extParam=ivf%3Dtrue,
Krisbow Dust Bin Tempat Sampah Outdoor Push Cover 60 Ltr - Hijau,Rp260.500,Kab. Bekasi,https://www.tokopedia.com/krisbowid/krisbow-dust-bin-tempat-sampah-outdoor-push-cover-60-ltr-hijau?extParam=ivf%3Dfalse,
Remax Kantong Plastik Sampah Gulung - Biru,Rp14.000,Jakarta Pusat,https://www.tokopedia.com/berkahniagamakmu/remax-kantong-plastik-sampah-gulung-biru-hitam?extParam=ivf%3Dfalse,
Sanchin SCN 20 Power Sprayer,Rp1.269.000,Jakarta Barat,https://www.tokopedia.com/teknikmart/sanchin-scn-20-power-sprayer?extParam=ivf%3Dfalse,
Paket Semprotan Selang Air Cuci Motor Selang Anti lumut 15 Meter,Rp34.300,Jakarta Barat,https://www.tokopedia.com/amini-/paket-semprotan-selang-air-cuci-motor-selang-anti-lumut-15-meter-1-2-inch-2-meter-c76be?extParam=ivf%3Dfalse,
Ace - Proclean Sikat Sedotan Botol Minum 8017,Rp19.900,Sukabumi,https://www.tokopedia.com/aceindonesiaid/ace-proclean-sikat-sedotan-botol-minum-8017?extParam=ivf%3Dfalse%26whid%3D14174399,
Serbet Kain Lap Dapur Kitchen Towel Ukuran Besar Asli Katun Serap Air,Rp20.999,Surabaya,https://www.tokopedia.com/taplakmejasurabaya/serbet-kain-lap-dapur-kitchen-towel-ukuran-besar-asli-katun-serap-air?extParam=ivf%3Dfalse,
Sarung Tangan Karet Kimia Super Nitrille Hijau,Rp27.000,Bekasi,https://www.tokopedia.com/mitra-sarana-nusa/sarung-tangan-karet-kimia-super-nitrille-hijau?extParam=cmp%3D1%26ivf%3Dfalse,
Sapu Pengki Set / Sapu dan Pengki Mini Set / Mini Dustpan / Sapu Mini,Rp3.500,Tangerang,https://www.tokopedia.com/distributor0707/sapu-pengki-set-sapu-dan-pengki-mini-set-mini-dustpan-sapu-mini?extParam=ivf%3Dfalse,
3M scotch brite sarung tangan dapur ID841 size SML,Rp29.500,Jakarta Barat,https://www.tokopedia.com/thermalroll/3m-scotch-brite-sarung-tangan-dapur-id841-size-sml?extParam=ivf%3Dfalse,
Baskom Plastik Besar Nagata 818,Rp36.800,Jakarta Barat,https://www.tokopedia.com/eaj1402/baskom-plastik-besar-nagata-818?extParam=ivf%3Dfalse,
Deerma ZQ600/ZQ610 Steamer and Cleaning Mop,Rp879.000,Jakarta Barat,https://www.tokopedia.com/dsmshoppingmart/deerma-zq600-zq610-steamer-and-cleaning-mop-zq600?extParam=ivf%3Dfalse,
Kenmaster Refill Busa Pel Lantai . MOP Refull KM-5018 - OL082,Rp15.500,Jakarta Utara,https://www.tokopedia.com/kenmaster/kenmaster-refill-busa-pel-lantai-mop-refull-km-5018-ol082?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/8/45c02a05-773c-4920-9b42-f673cc91cf5d.jpg.webp?ect=4g
sikat ajaib nikitech karpet dan sofa sikat pembersih debu magic brush,Rp21.000,Bekasi,https://www.tokopedia.com/fix2121/sikat-ajaib-nikitech-karpet-dan-sofa-sikat-pembersih-debu-magic-brush?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2019/11/22/58461217/58461217_841ff744-8b8d-452e-a773-3b4191220f55_700_700.webp?ect=4g
"mop holder, kepala mop, penjepit mop",Rp18.500,Kab. Bogor,https://www.tokopedia.com/dcleaning/mop-holder-kepala-mop-penjepit-mop?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/12/1037159798/1037159798_d3c8c193-b458-4a4c-83e5-ae855a72e8b1_1536_1536.jpg.webp?ect=4g
KAIN PEL MOP NAGATA 404 SUMBU + GAGANG 1 SET,Rp59.999,Jakarta Barat,https://www.tokopedia.com/megaperabot99/kain-pel-mop-nagata-404-sumbu-gagang-1-set?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/14/42ed9e27-94b5-4334-9bd6-657d8eee92d1.jpg.webp?ect=4g
Klinpak Kantong Sampah Kecil 40x50cm,Rp27.300,Bekasi,https://www.tokopedia.com/godrej-id/klinpak-kantong-sampah-kecil-40x50cm?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/23/bb80da07-9a07-400a-970d-081801b867b4.png.webp?ect=4g
Sapu Lidi Halaman Jumbo Sapu Lidi taman Gagang Bambu Panjang Polos,Rp15.500,Depok,https://www.tokopedia.com/kenzo-houseware/sapu-lidi-halaman-jumbo-sapu-lidi-taman-gagang-bambu-panjang-polos-ovale-bambu-a1e1e?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/8/cc8eef67-6174-4c6d-ad9b-f531c108a495.png.webp?ect=4g
Kemoceng Panjang teleskopik 2.8m Telescopic Microfiber Lucsa LD-110,Rp75.600,Jakarta Utara,https://www.tokopedia.com/tchome/kemoceng-panjang-teleskopik-2-8m-telescopic-microfiber-lucsa-ld-110?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/20/9794a41b-40a4-445b-8477-bf167469d945.jpg.webp?ect=4g
selang inlet mesin cuci 1 meter,Rp15.000,Bekasi,https://www.tokopedia.com/hudateknik/selang-inlet-mesin-cuci-1-meter?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/12/57441f5c-8246-45bf-ae64-9cff9c4b87d3.jpg.webp?ect=4g
KANTONG PLASTIK SAMPAH HITAM BESAR BAGUS TEBAL 1  PACK,Rp9.400,Tangerang Selatan,https://www.tokopedia.com/vonmei/kantong-plastik-sampah-hitam-besar-bagus-tebal-1-pack-60x100-cm-332ff?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/1/ccbfb11b-fa19-42e2-a22d-fb1d91b967a1.jpg.webp?ect=4g
Sikat Spons Pembersih Serbaguna Kamar Mandi Dapur Keramik Lantai Kaca,Rp19.000,Cimahi,https://www.tokopedia.com/funtoys711/sikat-spons-pembersih-serbaguna-kamar-mandi-dapur-keramik-lantai-kaca-blue?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/6/27/a2c05465-5c64-43a2-ba73-e29678779989.jpg.webp?ect=4g
Vichpro Ikan Tawar Sapu - Sapu/ Brushmouth Albino Small Ikan Air Tawar,Rp14.000,Denpasar,https://www.tokopedia.com/balireefaquarium/vichpro-ikan-tawar-sapu-sapu-brushmouth-albino-small-ikan-air-tawar?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/29/fd31addb-f16a-4b33-853d-187e0d0f757d.png.webp?ect=4g
OHSOME SUNMIKI Cleaning brush Sikat Sapu Serok Kecil Pembersih Noda Kotor,Rp19.900,Kab. Bekasi,https://www.tokopedia.com/ohsome/ohsome-sunmiki-cleaning-brush-sikat-sapu-serok-kecil-pembersih-noda-kotor-watermelon-red-781fd?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2022/2/23/049bfda7-8821-4fa1-80e1-fe435fa0d61c.jpg.webp?ect=4g
Floor Wiper HANDY MOP NAGATA 321S /Dorongan Air/ Serokan Lantai Karet,Rp35.000,Tangerang Selatan,https://www.tokopedia.com/mjperabot1/floor-wiper-handy-mop-nagata-321s-dorongan-air-serokan-lantai-karet?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/8/13/07fcb0a8-d6a7-4bce-97ac-8c970a9c2e88.jpg.webp?ect=4g
SHINPO EMBER PLASTIK TUTUP | TONG AIR 30 40 50 60 80 120 Liter,Rp53.900,Jakarta Timur,https://www.tokopedia.com/puspita-perabot/shinpo-ember-plastik-tutup-tong-air-30-40-50-60-80-120-liter-30-l-35334?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/25/1be23bdc-a247-4238-bb1b-239d9a09ba60.jpg.webp?ect=4g
Conector Sambungan Selang Mesin Cuci Konektor Kran Inlet Mesincuci,Rp18.500,Denpasar,https://www.tokopedia.com/baliaircond/conector-sambungan-selang-mesin-cuci-konektor-kran-inlet-mesincuci?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/20/2651ec3b-34b1-4d61-9133-683a85fa8daf.jpg.webp?ect=4g
Kantong Sampah Kepik 60x100 60 mikron,Rp18.500,Jakarta Barat,https://www.tokopedia.com/tjpjkt/kantong-sampah-kepik-60x100-60-mikron?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2017/10/10/23424338/23424338_9925852d-b752-479a-bdea-f8e445a0da24_1184_1776.png.webp?ect=4g
Sarung Tangan Latex Cat Rambut Mizar Beauty,Rp15.700,Bandung,https://www.tokopedia.com/mysalon8/sarung-tangan-latex-cat-rambut-mizar-beauty-size-m?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/attachment/2018/5/31/152774331182343/152774331182343_163d9cc0-c227-45ac-aceb-b1c2b26c99fe.png.webp?ect=4g
Ready Stock!!! TOWNEW T1 Smart trash Bin,Rp900.000,Jakarta Barat,https://www.tokopedia.com/bbsstores/ready-stock-townew-t1-smart-trash-bin?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2020/8/11/109601026/109601026_72caf2e4-607f-4789-92e6-9274c2909e1e_2048_2048.webp?ect=4g
sapu lidi pembersih kasur premium banyak tebal dan kuat,Rp9.900,Depok,https://www.tokopedia.com/coverjo/sapu-lidi-pembersih-kasur-premium-banyak-tebal-dan-kuat-plastik?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/19/60c4cd99-6127-4011-bb1a-bff7d546d63b.jpg.webp?ect=4g
VONE WHI-15 Selang Mesin Cuci Inlet 1.5 Meter Washing Machine Hose,Rp61.600,Kab. Tangerang,https://www.tokopedia.com/vonesanitary/vone-whi-15-selang-mesin-cuci-inlet-1-5-meter-washing-machine-hose?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/11/5/0e218a04-fdbf-4bda-b36f-5d69f5fa577b.jpg.webp?ect=4g
1 lusin sikat Kuningan eagle 1box isi 12pcs sikat kuning gagang kayu,Rp37.500,Jakarta Barat,https://www.tokopedia.com/081287230569/1-lusin-sikat-kuningan-eagle-1box-isi-12pcs-sikat-kuning-gagang-kayu?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/27/b64200ea-1ae5-4d9c-8296-762154b49f7d.jpg.webp?ect=4g
Tempat Sampah Injak 8L/10L/15L/20L Tong Plastik Tertutup Trash Bin,Rp75.000,Denpasar,https://www.tokopedia.com/dapurcantikbee/tempat-sampah-injak-8l-10l-15l-20l-tong-plastik-tertutup-trash-bin-10l-bdf1e?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/6/25/3021943c-2ace-4fa0-b449-5cc7dade3a9b.jpg.webp?ect=4g
Sikat Baja Gagang Besi Bengkok | Sikat Kawat Lurus Gagang Besi | Brush,Rp11.900,Jakarta Barat,https://www.tokopedia.com/materialmart/sikat-baja-gagang-besi-bengkok-sikat-kawat-lurus-gagang-besi-brush-bengkok?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/22/3084aa3c-f319-499e-8217-5a5c03cf0745.jpg.webp?ect=4g
Kain Pel Lantai Sumbu Dragon + Gagang - Uk. 15cm,Rp19.900,Jakarta Timur,https://www.tokopedia.com/tokokayumanisoff/kain-pel-lantai-sumbu-dragon-gagang-uk-15cm?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2022/12/29/5375e996-e2ab-4b8e-899b-2e2bc791ce6e.png.webp?ect=4g
Selang Air Benang Tebal 1/2 inch per Meter,Rp3.750,Bandung,https://www.tokopedia.com/59-mart/selang-air-benang-tebal-1-2-inch-per-meter-elastis-1-2-cf060?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/29/b3873efb-ba35-4457-a8d2-640da78c4f18.jpg.webp?ect=4g
Selang Teflon 2mm x 4mm / PTFE Tubing Meteran,Rp15.750,Jakarta Barat,https://www.tokopedia.com/arta-suksestama/selang-teflon-2mm-x-4mm-ptfe-tubing-meteran?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/15/40d0c122-c99f-44d2-b15c-53b8eab7cc74.jpg.webp?ect=4g
NEPEL QUICK RELEASE ADAPTOR ADAPTER COUPLER MALE FEMALE DRAT M22 5/8,Rp40.000,Bogor,https://www.tokopedia.com/warungzabah/nepel-quick-release-adaptor-adapter-coupler-male-female-drat-m22-5-8-male-699d5?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/12/c672442d-f399-42bf-9cab-ad2537c55d7b.jpg.webp?ect=4g
Nozzle Untuk Cuci AC dan Tanaman Model Quick Release Jet Cleaner,Rp40.000,Kab. Purwakarta,https://www.tokopedia.com/swarnasentosa/nozzle-untuk-cuci-ac-dan-tanaman-model-quick-release-jet-cleaner-lurus?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/29/bb4a4bb5-dc99-4baa-b50d-6f43a9c037a4.jpg.webp?ect=4g
"Konektor Selang air 1/2 inc, 3/4 inch, 5/8 inch Quick Release",Rp8.500,Kab. Tangerang,https://www.tokopedia.com/sparepartjakarta/konektor-selang-air-1-2-inc-3-4-inch-5-8-inch-quick-release-filter-konektor-97cf3?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/7/3c1e6e6f-23a7-45b3-bc07-8a97cc97ebc6.jpg.webp?ect=4g
Selang Magic Hose Semprotan Air Mobil Kebun 15 Meter Surabaya,Rp37.999,Surabaya,https://www.tokopedia.com/garmentneeds/selang-magic-hose-semprotan-air-mobil-kebun-15-meter-surabaya?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2019/11/23/38245111/38245111_3f5f529a-4249-4bf2-bfac-1fc2f91854b0_1077_1077.webp?ect=4g
Selang Magic Hose Semprotan Air Mobil Kebun 15 Meter Surabaya,Rp37.999,Surabaya,https://www.tokopedia.com/garmentneeds/selang-magic-hose-semprotan-air-mobil-kebun-15-meter-surabaya?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2019/11/23/38245111/38245111_3f5f529a-4249-4bf2-bfac-1fc2f91854b0_1077_1077.webp?ect=4g
Tempat sampah otomatis waterproof tong sampah otomatis sensor Infrared,Rp134.202,Jakarta Selatan,https://www.tokopedia.com/sippoofficial/tempat-sampah-otomatis-waterproof-tong-sampah-otomatis-sensor-infrared-pink-12l?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/3/69bf54e4-f64c-4bc1-acb3-5bed314f9f53.jpg.webp?ect=4g
Alat Pel Mob Meja Portable Pembersih Ruangan Rumah Kaca Mobil Mini Ser,Rp7.999,Surabaya,https://www.tokopedia.com/garmentneeds/alat-pel-mob-meja-portable-pembersih-ruangan-rumah-kaca-mobil-mini-ser-spons-refil-3baa6?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/19/46739d85-f805-42ee-bbc1-ddc3e4e3dbc9.jpg.webp?ect=4g
KANTONG PLASTIK SAMPAH ROLL 45X50CM ISI 20 LEMBAR ,Rp2.380,Makassar,https://www.tokopedia.com/zelanproduct/kantong-plastik-sampah-roll-45x50cm-isi-20-lembar?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/20/9cd6289a-565f-4aac-a7a3-71df0ce705c0.jpg.webp?ect=4g
Sapu Lantai Set Sapu Pengki Alat Pembersih Lantai Filter Sisir,Rp28.000,Tangerang Selatan,https://www.tokopedia.com/jaminmurah899/sapu-lantai-set-sapu-pengki-alat-pembersih-lantai-filter-sisir?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/7/26/46050eda-885e-4699-aee6-eedc27ec7951.jpg.webp?ect=4g
TEMPAT SAMPAH INJAK 6 LITER. TUTUP PEDAL. LIVINA DUST BIN. SL. 5.,Rp24.999,Jakarta Timur,https://www.tokopedia.com/anova-indonesia/tempat-sampah-injak-6-liter-tutup-pedal-livina-dust-bin-sl-5?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/24/c3aecbb5-3552-4506-8406-a74bedc31503.jpg.webp?ect=4g
Plastik sampah ramah lingkungan Ecovalue sedang 60x100cm 9 lmbr,Rp27.000,Jakarta Barat,https://www.tokopedia.com/unilinkshop/plastik-sampah-ramah-lingkungan-ecovalue-sedang-60x100cm-9-lmbr?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/product-1/2019/7/6/44200723/44200723_37af342e-5698-4560-933f-9d756569a862_2048_2048.webp?ect=4g
Plastik Sampah 50x75 cm Hitam - Kantong Sampah 50 x 75 Sedang Trashbag,Rp750,Surakarta,https://www.tokopedia.com/garasifotoprint/plastik-sampah-50x75-cm-hitam-kantong-sampah-50-x-75-sedang-trashbag?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/8/3/a2fd1b7b-c583-4364-9289-c67f913fc6d1.jpg.webp?ect=4g
